Date,top 0 to 10% Return,top 10 to 20% Return,top 20 to 30% Return,top 30 to 40% Return,top 40 to 50% Return,top 50 to 60% Return,top 60 to 70% Return,top 70 to 80% Return,top 80 to 90% Return,top 90 to 100% Return
2023-06-15,0.9951322000000002,1.0187948000000002,1.024269600000001,1.0139608000000004,0.9993189999999998,1.0254947999999997,1.0280335999999997,1.0113238,1.0118459999999998,0.9934540000000003
2023-06-15,0.9950772,1.0191364000000005,1.0247192000000007,1.0137746000000003,0.9992071999999996,1.0272139999999998,1.0280323999999998,1.0114641999999998,1.0115919999999998,0.9933806000000003
2023-06-15,0.9945302000000004,1.0193132,1.0246740000000003,1.0139526,0.9992045999999996,1.0259867999999996,1.0281187999999997,1.0113574,1.0122191999999997,0.9940790000000002
2023-06-15,0.9944498000000004,1.0193242000000002,1.0243562000000006,1.0138746000000007,0.9992155999999996,1.0252389999999996,1.0281691999999998,1.0106006,1.0122304,0.9941416000000003
2023-06-15,0.9948562,1.0199546000000002,1.024130800000001,1.0137770000000002,0.9996189999999998,1.0235875999999997,1.0281781999999997,1.0111246,1.0123107999999998,0.9942360000000003
2023-06-15,0.9949756000000004,1.0199129999999998,1.0239508000000006,1.0137716,0.9997225999999996,1.0216062,1.0280731999999997,1.0108498,1.0122939999999998,0.9943440000000003
2023-06-15,0.9943482000000003,1.020009,1.0239558000000004,1.0136282000000003,0.9996125999999996,1.0213188,1.0280492,1.0112554,1.0122855999999998,0.9949592000000003
2023-06-15,0.9946826000000004,1.0199818,1.0244502000000009,1.0138024000000003,0.999478,1.0206557999999997,1.0281644,1.0114336000000002,1.0122784,0.9944866000000003
2023-06-15,0.9944410000000006,1.0195660000000002,1.0243782000000006,1.0138062000000003,0.9997579999999996,1.0211905999999995,1.0280893999999998,1.0112812,1.012152,0.9946538000000003
2023-06-15,0.9940408000000004,1.0201422,1.0241958000000009,1.0138838000000003,0.9996967999999996,1.0212376,1.0279748,1.0116657999999998,1.0120650000000002,0.9947472000000002
2023-06-15,0.9943372,1.0199548000000005,1.0238960000000006,1.0138060000000009,0.9999143999999998,1.0214268,1.0279021999999998,1.0113379999999998,1.0121377999999996,0.9945038000000004
2023-06-15,0.9943188000000004,1.0200760000000004,1.0240910000000008,1.0137280000000004,0.9998344,1.0211158,1.0279454,1.0110782,1.0118437999999998,0.9942490000000004
2023-06-15,0.9940236000000002,1.0198222,1.024235000000001,1.0139094000000002,0.9998613999999996,1.0209159999999995,1.0279664,1.0110604,1.0118717999999998,0.9943556000000002
2023-06-15,0.9946106,1.0196728000000004,1.0241504000000008,1.0146858,0.9997725999999996,1.0209175999999998,1.0280144,1.0111722,1.0118074,0.9941780000000005
2023-06-15,0.9942296000000004,1.0201194,1.0243112000000003,1.0142610000000003,0.9998627999999998,1.0207992,1.0280269999999998,1.0108642,1.0117233999999995,0.9940656000000001
2023-06-15,0.9942050000000004,1.019964,1.0244592000000008,1.0143348000000003,1.0004182,1.0210117999999997,1.0278842,1.0108012,1.0113873999999998,0.9944746
2023-06-15,0.9941182000000002,1.0203614,1.0240036000000003,1.0139388000000005,1.0001615999999998,1.0229136,1.0278055999999998,1.0103362000000002,1.0111914,0.9948408000000002
2023-06-15,0.9943908000000004,1.0203618,1.0238832000000009,1.0138858000000002,1.0001429999999996,1.0220735999999997,1.0279075999999998,1.0101798,1.0109534,0.9948080000000004
2023-06-15,0.9942484000000004,1.0205032000000005,1.0239922000000008,1.0137876000000006,1.0001429999999996,1.0221093999999995,1.027895,1.0095539999999996,1.0109337999999997,0.9946210000000002
2023-06-15,0.9943948000000002,1.0210488,1.0240310000000008,1.0138304000000002,1.0001308,1.0203454,1.027907,1.0091324,1.0109798,0.9942022000000001
2023-06-15,0.9942128000000005,1.0209488000000002,1.024412600000001,1.0141888000000003,1.0003357999999998,1.0223093999999997,1.0279225999999997,1.0090084,1.0107810000000002,0.9939038000000002
2023-06-15,0.9940106000000004,1.0212366,1.0250292000000003,1.0138994000000006,1.0003493999999995,1.0191968,1.0277965999999998,1.0095063999999998,1.0107231999999997,0.9939726
2023-06-15,0.9934686000000004,1.0203407999999996,1.0250452000000003,1.0138050000000003,1.0003383999999995,1.0107534,1.0275505999999996,1.0092882,1.0108845999999998,0.9936480000000005
2023-06-15,0.9933280000000002,1.0205479999999998,1.0249494000000006,1.0138656000000004,1.0001935999999998,1.0106512,1.0274774,1.0096391999999996,1.0108734,0.9936468000000003
2023-06-15,0.9933578000000004,1.0208896000000005,1.024806600000001,1.0142452000000004,1.0001055999999997,1.0007125999999995,1.0274563999999995,1.009578,1.0108734,0.9941380000000002
2023-06-15,0.9934184000000004,1.0204328000000005,1.024810800000001,1.0143274000000004,1.0001315999999996,0.9987237999999998,1.0274557999999998,1.0093897999999997,1.0109154,0.9946434000000004
2023-06-15,0.9932562000000004,1.0203168000000002,1.0267902000000009,1.0142292000000004,1.0001523999999995,0.9971527999999998,1.0275877999999996,1.009397,1.0105961999999995,0.9942688000000002
2023-06-15,0.9933880000000002,1.0202193999999998,1.0269860000000008,1.0145024000000005,1.0001498,1.0005874,1.0274828,1.0092401999999998,1.0103508,0.9943994000000003
2023-06-15,0.9935364000000004,1.01966,1.0271446000000006,1.0146160000000006,1.0003141999999996,0.9996629999999996,1.0273958,1.0090868,1.0101611999999998,0.9942784000000002
2023-06-15,0.9933930000000002,1.0195338,1.026872800000001,1.0146256,1.0003199999999994,1.002198,1.0273958,1.0087786,1.0101554,0.9941956000000003
2023-06-15,0.9932934000000004,1.0194208000000002,1.0270700000000006,1.0146286000000004,1.0001732,0.9996267999999996,1.0272848,1.0081013999999997,1.0102723999999998,0.9937774000000001
2023-06-15,0.9933232000000004,1.0195864,1.0283824000000008,1.0145352,1.0000691999999995,0.9993397999999998,1.0273483999999995,1.0082650000000002,1.0099288,0.9938764000000004
2023-06-15,0.9935158000000002,1.0195108,1.029139400000001,1.0143088000000002,1.000155,0.9987215999999997,1.027196,1.0074856000000003,1.0098977999999996,0.9938182000000002
2023-06-15,0.9931962,1.0194366,1.0287634000000008,1.0144572000000005,1.0000691999999995,0.9928941999999996,1.0272524,1.007769,1.0099061999999996,0.9938102000000002
2023-06-15,0.9930022000000004,1.0192918,1.027858000000001,1.0146010000000003,1.0000635999999998,0.9919281999999998,1.0271822,1.0081041999999996,1.0097941999999995,0.9941186000000002
2023-06-15,0.9930054000000004,1.0192782,1.0275778000000009,1.0144018000000004,1.0001257999999995,0.9909164,1.0269541999999996,1.0072814,1.0099145999999997,0.9939762000000001
2023-06-15,0.9930260000000004,1.0195132,1.0279376000000005,1.0146170000000003,0.9999739999999996,0.9900511999999996,1.0268767999999997,1.0072568,1.009839,0.9942574000000004
2023-06-15,0.9930196000000002,1.0194840000000005,1.027743000000001,1.0142270000000004,1.0001023999999998,0.9913207999999998,1.0268563999999998,1.0071819999999998,1.0096653999999998,0.9939742000000003
2023-06-15,0.9931702000000002,1.0194032000000002,1.0275996000000007,1.0141356,1.0000395999999996,0.9913831999999998,1.0271114,1.0078918,1.0096737999999998,0.9941792000000003
2023-06-15,0.9931014000000004,1.0198568000000003,1.027436000000001,1.0145190000000004,0.9999809999999998,0.9935169999999998,1.0272164,1.0084624,1.0098924,0.9940414000000004
2023-06-15,0.9933564000000004,1.0201060000000002,1.026980000000001,1.0146492000000005,0.9999251999999996,0.9930734,1.0270633999999998,1.0084684,1.0094385999999995,0.9939378000000003
2023-06-15,0.9933368000000002,1.0202810000000002,1.0269622000000007,1.0145836,0.9999805999999998,0.9924489999999996,1.0269103999999998,1.0081666,1.0093602000000002,0.9936928000000003
2023-06-15,0.9935502000000004,1.0203190000000002,1.0264610000000007,1.0145510000000004,0.9999785999999996,0.9944356,1.02707,1.0076624,1.0092817999999997,0.9937964000000001
2023-06-15,0.9938786000000002,1.0204092,1.0263178000000006,1.0147226000000005,1.0001211999999997,0.9905057999999998,1.0270579999999998,1.0076223999999998,1.0090466,0.9933318000000002
2023-06-15,0.9934114000000004,1.0203796,1.0263250000000008,1.0146422000000004,1.0000287999999995,0.9885668,1.0269643999999998,1.0080264,1.0090998,0.9927446000000004
2023-06-15,0.9933406000000002,1.0203768000000002,1.0264678000000007,1.0144992000000004,1.00005,0.9893269999999998,1.0270670000000002,1.0075551999999997,1.0095421999999998,0.9928678000000002
2023-06-15,0.9930682000000002,1.0202416000000003,1.0264122000000009,1.0145018,1.0000435999999997,0.9871526,1.027052,1.0070514,1.0096794,0.9935192000000002
2023-06-15,0.9931462000000002,1.0200226,1.0264838000000007,1.0146222000000005,0.9999367999999996,0.9822187999999998,1.02707,1.0063899999999997,1.0093126,0.9933534000000004
2023-06-15,0.9928634000000004,1.0199824,1.0261438000000007,1.0145848000000002,1.0000989999999996,0.9843229999999998,1.0271396,1.0058922,1.009321,0.9930722000000003
2023-06-15,0.9929980000000004,1.0200804,1.0263180000000005,1.0145258000000004,1.0001413999999995,0.9841864,1.0270585999999997,1.0059028,1.0094637999999998,0.9922754000000005
2023-06-15,0.9929854000000004,1.0196292000000002,1.0263676000000004,1.0141884000000003,1.0001855999999996,0.9862778,1.0269397999999996,1.0059650000000002,1.0095226,0.9932586000000003
2023-06-15,0.9928532,1.0197192000000004,1.027119600000001,1.0134904000000002,1.0002247999999998,0.9859231999999998,1.0267616,1.0054806000000005,1.0095226,0.9931832000000003
2023-06-15,0.9934548000000004,1.0195688000000005,1.0265368000000006,1.0136022000000002,1.0004111999999998,0.9835881999999998,1.0265546,1.0058062,1.0096317999999995,0.9932602000000004
2023-06-15,0.9933488000000004,1.0191864000000002,1.027069400000001,1.0136402000000009,1.0001903999999997,0.9868145999999997,1.0264796,1.0053774,1.0097552,0.9931778000000002
2023-06-15,0.9933236000000004,1.0191553999999998,1.0270194000000008,1.0129626000000005,0.9999365999999996,0.9853818,1.0264346,1.0045498,1.0098165999999995,0.9932784000000003
2023-06-15,0.9930166000000002,1.0195072,1.0271336000000004,1.0130562000000007,1.0002757999999998,0.9872059999999998,1.0264045999999998,1.0043804,1.009883,0.9933762000000002
2023-06-15,0.9927926000000002,1.0195056,1.0267860000000009,1.0130796000000006,1.0000965999999996,0.9862037999999996,1.0263416,1.0039652,1.0099677999999996,0.9932502000000001
2023-06-15,0.9928560000000002,1.0195602000000004,1.0268064000000008,1.0134058,1.0004183999999996,0.9864991999999996,1.0264165999999997,1.0046684,1.0100545999999997,0.9935910000000006
2023-06-15,0.9936256,1.0197120000000002,1.0276808000000006,1.0134900000000004,1.0009623999999997,0.9901087999999998,1.0263146,1.004638,1.0101614,0.9934682000000001
2023-06-15,0.9937530000000006,1.0201292,1.027933800000001,1.0133838000000002,1.0012092,0.9889127999999998,1.0261988,1.004836,1.0101614,0.9931006
2023-06-15,0.9937104000000004,1.0194212,1.028169200000001,1.0136762000000004,1.0015218,0.9876911999999998,1.0263842,1.0045048,1.010377,0.9932016000000006
2023-06-15,0.9936424000000004,1.0196958000000005,1.0279086000000008,1.0134650000000005,1.0015957999999996,0.9876497999999998,1.0263716,1.0056566,1.0103014,0.9932052000000002
2023-06-15,0.9935332,1.0197472000000003,1.0279218000000006,1.0131690000000004,1.0016298,0.9873689999999996,1.0262395999999998,1.0066774,1.0103014,0.9931192000000002
2023-06-15,0.9932510000000006,1.0195652000000002,1.0279172000000003,1.0131888000000004,1.0014195999999995,0.9859119999999996,1.0263163999999998,1.0071656,1.0101782,0.9932178000000003
2023-06-15,0.9932052000000002,1.0195852,1.0277992000000005,1.0131754000000002,1.0014845999999995,0.9849545999999996,1.0263008,1.0072783999999997,1.0099991999999998,0.9932374000000004
2023-06-15,0.9933282,1.0191466,1.0266092000000009,1.0138122000000005,1.0013191999999995,0.986247,1.0263061999999996,1.0069743999999998,1.0099716,0.9931564000000004
2023-06-15,0.9931086000000005,1.0194070000000002,1.0263362000000007,1.0138704000000005,1.0012567999999995,0.9852227999999998,1.0262551999999996,1.0074705999999995,1.0099211999999995,0.9931616000000001
2023-06-15,0.9932178000000004,1.0195436,1.0259470000000008,1.013885,1.0011522,0.9858619999999998,1.02629,1.0078874,1.0101638,0.9930938000000002
2023-06-15,0.993499,1.0188930000000005,1.0256078000000008,1.0136682000000006,1.0009251999999995,0.9853267999999996,1.0261807999999997,1.0077212000000002,1.0101077999999997,0.9931362000000001
2023-06-15,0.9936820000000002,1.0190158,1.0262396000000007,1.0135710000000009,1.0012389999999995,0.9856513999999998,1.026185,1.0067568000000002,1.009951,0.9931340000000002
2023-06-15,0.9939134000000004,1.0191724,1.0257596000000009,1.0138550000000004,1.0012847999999996,0.9876631999999996,1.026278,1.0068846000000002,1.0101861999999997,0.9931868000000004
2023-06-15,0.9941672,1.0194392,1.0257390000000006,1.0138108000000003,1.0010923999999997,0.9868115999999998,1.0261171999999998,1.0066031999999998,1.0103961999999995,0.9933176000000004
2023-06-15,0.9944758000000002,1.019686,1.0257774000000004,1.0141710000000006,1.0013191999999995,0.9870034,1.0263391999999998,1.0064127999999997,1.0105246,0.9934318000000002
2023-06-15,0.9940440000000004,1.0196999999999998,1.0257020000000008,1.0141062000000003,1.0012697999999998,0.98693,1.0262947999999996,1.0064656000000003,1.0105358,0.9931258000000003
2023-06-15,0.9939782,1.0200526000000003,1.0257358000000003,1.0141990000000003,1.0014189999999994,0.9865864,1.0261988,1.006328,1.0104462,0.9931122000000001
2023-06-15,0.9942288000000004,1.0207072000000004,1.0261870000000006,1.0141926000000003,1.0015059999999996,0.9837885999999996,1.0261657999999998,1.0060474,1.0106422,0.9929554000000003
2023-06-15,0.9949246,1.0209,1.0263098000000008,1.0148294000000004,1.0018551999999996,0.9833255999999996,1.0266373999999998,1.0064259999999998,1.0108129999999995,0.9931338000000003
2023-06-15,0.9955448000000002,1.0211066,1.0264956000000005,1.0151052000000007,1.0020459999999995,0.9824601999999998,1.0268474,1.0067968,1.0106218,0.9937610000000003
2023-06-15,0.9961548000000002,1.0209456,1.0260350000000007,1.0157874000000002,1.0025271999999998,0.9820411999999996,1.027259,1.0068477999999996,1.0108037999999997,0.9942060000000004
2023-06-15,0.9959110000000002,1.0211654,1.0255920000000005,1.0158022,1.0024851999999995,0.9784398,1.0273850000000002,1.0064721999999997,1.0108736,0.9942246000000003
2023-06-15,0.9965654000000004,1.0212234000000002,1.0262072000000004,1.0162842000000003,1.0028005999999996,0.9808311999999996,1.027352,1.0068719999999995,1.0112556,0.9944428000000003
2023-06-15,0.996511,1.0220286000000005,1.0257204000000004,1.0166514000000002,1.0024064,0.9805043999999998,1.0273634,1.0061429999999998,1.011173,0.9939270000000002
2023-06-15,0.9958526,1.0228422000000004,1.0254730000000003,1.0165568000000005,1.0024292,0.9803464,1.0271198,1.0053867999999997,1.011173,0.9934850000000004
2023-06-15,0.9963148000000004,1.0233856,1.0259728000000008,1.0165666000000004,1.0026313999999998,0.9817565999999998,1.0271461999999998,1.0059792,1.0111073999999998,0.9936328000000003
2023-06-15,0.9964858000000004,1.02327,1.0257824000000006,1.0163668,1.0025165999999994,0.9843407999999998,1.0271635999999995,1.0056354,1.0107914,0.9936412000000001
2023-06-15,0.9964618000000004,1.0235220000000005,1.0256694000000004,1.0160010000000006,1.0022625999999994,0.9850168,1.0271803999999998,1.0055679999999998,1.0109594,0.9939920000000002
2023-06-15,0.9960722000000002,1.0232976000000005,1.025479400000001,1.0163678000000005,1.0025183999999996,0.9837436,1.0271263999999998,1.0059696000000002,1.010643,0.9940802000000002
2023-06-15,0.9957846,1.0234359999999998,1.0258374000000008,1.0163224,1.0023964,0.9847646,1.0269944,1.0059465999999997,1.0106653999999995,0.9941608000000002
2023-06-15,0.9963192000000004,1.0236294,1.0258426000000007,1.0164484000000005,1.0025977999999998,0.9861201999999998,1.0271078,1.0057602,1.0111809999999997,0.9944178000000004
2023-06-15,0.9963116000000004,1.0234856,1.0256188000000006,1.0164198000000004,1.0027448,0.9849671999999998,1.0269985999999998,1.005582,1.0111277999999997,0.9942452000000002
2023-06-15,0.9964956,1.023724,1.0259194000000007,1.0166980000000003,1.0029078,0.9850361999999996,1.0271084,1.0057427999999995,1.0112257999999996,0.9944690000000003
2023-06-15,0.9970824000000004,1.0242248000000005,1.025895400000001,1.0167032000000005,1.0032187999999995,0.9853979999999998,1.0271521999999995,1.0062734,1.0114526,0.9947514000000004
2023-06-15,0.9977578000000004,1.0242340000000003,1.0263188000000008,1.0168430000000006,1.0032913999999995,0.9828884,1.0271114,1.0060368,1.0112957999999996,0.9946666000000002
2023-06-15,0.9976944000000004,1.0241416,1.0259782000000008,1.0175978000000003,1.0031575999999998,0.9825799999999998,1.0270598,1.0056984,1.0112651999999995,0.9946392000000002
2023-06-15,0.9984610000000004,1.0240400000000005,1.025983000000001,1.0173472000000006,1.0030531999999996,0.9823759999999996,1.0268857999999996,1.0058954,1.0112511999999998,0.9947562000000001
2023-06-15,0.9986366000000008,1.0249656000000005,1.0271054000000004,1.0175166000000004,1.0030883999999998,0.9839015999999998,1.0270051999999996,1.0064213999999998,1.0113996000000005,0.9951244000000004
2023-06-15,0.9994856000000004,1.0252184,1.0270546000000005,1.0180072,1.0033447999999998,0.9830074,1.0273694,1.0070652,1.0112876000000002,0.9953446000000001
2023-06-15,0.9986450000000002,1.02618,1.0276696000000007,1.0182068000000002,1.0027739999999996,0.9828784,1.0270411999999998,1.0066887999999996,1.0108844,0.9950314000000005
2023-06-15,0.9985546,1.0260960000000003,1.0276436000000009,1.0180450000000003,1.0026627999999995,0.9811447999999998,1.027307,1.0072517999999997,1.0105952,0.9947580000000003
2023-06-15,0.9978082,1.0251604000000003,1.026888800000001,1.0175080000000003,1.0021983999999993,0.9804951999999998,1.0270921999999998,1.0070484,1.0102368,0.9946698000000003
2023-06-15,0.9975838000000004,1.0251580000000002,1.0273636000000006,1.0168416000000002,1.0020623999999998,0.9803981999999998,1.0268174,1.0053450000000002,1.0097828,0.9944802000000001
2023-06-15,0.9973732000000002,1.0251256,1.0269460000000006,1.0170860000000004,1.0025625999999996,0.9797801999999998,1.0268234,1.0048596,1.0097883999999997,0.9944556
2023-06-15,0.9973340000000002,1.0247146000000005,1.0263848000000009,1.0174198000000003,1.0022295999999995,0.9806467999999996,1.0263302,1.0044158,1.0097967999999995,0.9941506
2023-06-15,0.9974284000000004,1.0250018,1.0266434000000006,1.0180562000000002,1.0021793999999995,0.9800311999999998,1.026497,1.0041317999999997,1.0099171999999998,0.9943982000000002
2023-06-15,0.9971434,1.0250872000000002,1.0267314000000003,1.0179892,1.0023851999999995,0.9809521999999996,1.0268053999999998,1.0041517999999998,1.0100488,0.994429
2023-06-15,0.9972002000000002,1.0247104,1.0275210000000006,1.0181062,1.0023399999999991,0.9804448,1.026716,1.0041431999999997,1.0101832000000002,0.9941396000000002
2023-06-15,0.9964770000000004,1.0244636000000005,1.0273800000000004,1.0172874000000005,1.0020748,0.9795054,1.0264615999999998,1.0036373999999997,1.0101832000000002,0.9938698000000004
2023-06-15,0.9969738000000004,1.0245568000000005,1.0271752000000005,1.0170964000000002,1.0017218,0.9769135999999996,1.026377,1.0038312,1.0101804,0.9939774000000003
2023-06-15,0.9972846000000002,1.0248256000000002,1.0283896000000006,1.0173974000000006,1.0020004,0.9790198,1.0265323999999998,1.0042292000000002,1.0100257999999998,0.9941036000000001
2023-06-15,0.9972620000000004,1.0249058000000004,1.0280006000000004,1.0173390000000009,1.0021467999999998,0.9800847999999998,1.0263487999999996,1.0046184,1.0101429999999998,0.9941076000000002
2023-06-15,0.9971190000000004,1.0248268000000005,1.029003400000001,1.0168822000000004,1.002274,0.9796689999999996,1.0264574,1.0044221999999996,1.0098393999999995,0.9942020000000003
2023-06-15,0.9971312,1.0245068000000002,1.0291248000000004,1.0166948000000002,1.0017979999999995,0.9790451999999996,1.0262707999999998,1.0037362,1.0101378,0.9940486000000002
2023-06-15,0.9971808000000002,1.0245598,1.0289132000000007,1.0163762000000005,1.0018572,0.9793468,1.0262726,1.003596,1.0101128,0.9939704000000005
2023-06-15,0.9972638000000004,1.0247818,1.0288352000000005,1.0165668,1.0024804,0.9813386,1.0264537999999996,1.0040548,1.0102574,0.9941380000000004
2023-06-15,0.9975606000000004,1.025065,1.0288398000000003,1.0172764000000003,1.0020831999999995,0.9807267999999998,1.0262371999999995,1.0046664,1.0103617999999996,0.9941474000000003
2023-06-15,0.997375,1.0246926000000005,1.0286860000000004,1.0169928,1.0022878,0.9797961999999998,1.0264718,1.0046247999999998,1.0103573999999995,0.9942432000000001
2023-06-15,0.9975388000000004,1.024969,1.0290540000000008,1.0170682000000002,1.0023799999999996,0.9810564,1.0263937999999997,1.0047083999999995,1.0103882,0.9944496
2023-06-15,0.9977782000000002,1.0252168,1.0304712000000005,1.0169044000000005,1.0027939999999995,0.9797889999999998,1.0265803999999998,1.0049554,1.0104722000000002,0.9942600000000004
2023-06-15,0.9979950000000004,1.0247144,1.030961000000001,1.0169464000000006,1.0036121999999996,0.9798639999999998,1.0266607999999997,1.0044905999999996,1.0104834,0.9944350000000002
2023-06-15,0.9979752000000004,1.024674,1.0305698000000008,1.0168656000000005,1.0040761999999996,0.9784307999999996,1.0267244,1.0040025999999995,1.0107466,0.9944776000000004
2023-06-15,0.9982402,1.0252032,1.0300452000000004,1.0165510000000006,1.0038829999999996,0.9782524,1.0270304,1.0038522,1.0105925999999998,0.9945678000000002
2023-06-15,0.9982050000000005,1.0252690000000002,1.0304272000000003,1.0162394000000003,1.0036017999999998,0.9783241999999996,1.0267963999999998,1.0037892000000004,1.0108026,0.9945738000000002
2023-06-15,0.9983886000000004,1.0256574,1.0306912000000006,1.0160916000000002,1.0038714,0.9773094,1.0269254,1.0038693999999997,1.0108334,0.9946432000000003
2023-06-15,0.9983518000000002,1.025869,1.0321792000000007,1.0159856,1.0033191999999995,0.9782671999999996,1.0266854,1.0037612,1.0109426,0.9947322000000003
2023-06-15,0.9986302000000002,1.0260366000000003,1.0316326000000005,1.0164068000000004,1.0034771999999998,0.9774391999999996,1.0266031999999998,1.0038831999999998,1.0106905999999998,0.9946662000000002
2023-06-15,0.9988774000000004,1.0261106,1.031909000000001,1.0168356000000007,1.0035935999999994,0.977737,1.0269337999999997,1.0040262000000002,1.0106094,0.9946448000000003
2023-06-15,0.9983250000000006,1.0257834,1.031320800000001,1.0166318000000003,1.0036723999999997,0.9774009999999996,1.0269314,1.0037492,1.0105814,0.9947102000000001
2023-06-15,0.9982904000000004,1.0256252,1.0313460000000003,1.0162998,1.0035472,0.9746735999999996,1.0267904,1.0036622,1.010643,0.9947172000000004
2023-06-15,0.9983802000000002,1.026034,1.0312410000000003,1.0162994000000003,1.0034047999999998,0.9739574,1.0268989999999998,1.0038596000000002,1.0107717999999997,0.9947764000000003
2023-06-15,0.9981138000000004,1.0260818000000005,1.0314104000000008,1.0163178000000004,1.003304,0.9720425999999996,1.0267657999999995,1.0042807999999996,1.0112506,0.9949894000000004
2023-06-15,0.9984146000000004,1.026135,1.0313506000000006,1.0166626000000003,1.003402,0.9744224,1.0266764,1.0045601999999998,1.0113150000000002,0.9950438000000004
2023-06-15,0.9980898000000002,1.0259166,1.0311028000000009,1.0166179999999998,1.0033187999999995,0.9748301999999998,1.0267405999999997,1.0043639999999998,1.011189,0.9950246
2023-06-15,0.9980990000000004,1.0256544000000003,1.0302460000000009,1.0166350000000004,1.0034785999999998,0.9744186,1.0266554,1.0042762,1.0109958,0.9948030000000003
2023-06-15,0.9981448000000004,1.025421,1.0296416000000006,1.0164846000000003,1.0032913999999995,0.9740533999999998,1.0266134,1.0043394,1.0110321999999998,0.9945732000000003
2023-06-15,0.9981970000000004,1.0254528000000005,1.0302150000000003,1.0164148000000002,1.0031097999999998,0.9744587999999998,1.0265323999999998,1.0039943999999998,1.0112396,0.9944964000000003
2023-06-15,0.9983718000000004,1.0255348000000004,1.0305844000000004,1.0164228000000004,1.0030275999999998,0.9740349999999998,1.0265912,1.0040147999999998,1.0107244,0.9944784000000002
2023-06-15,0.9981264000000004,1.0253408000000004,1.0300682000000003,1.0166212000000003,1.0034468,0.9728421999999995,1.0265810000000002,1.0046942,1.0113488,0.9945422000000002
2023-06-15,0.9979588000000004,1.0259204000000004,1.0295086000000009,1.0162256000000005,1.00352,0.9739531999999996,1.0265617999999996,1.004447,1.0109176,0.994451
2023-06-15,0.9979576000000004,1.0265676,1.0290750000000006,1.0160134000000005,1.0035473999999995,0.9727437999999996,1.0265936,1.0043523999999997,1.0108756,0.9944304000000004
2023-06-15,0.9984366,1.0263496,1.0293646000000003,1.0158984000000002,1.0033578,0.9728247999999996,1.0266056,1.0044727999999998,1.0113894,0.9947232000000001
2023-06-15,0.9983834000000004,1.0264989999999998,1.0297726000000007,1.0161478000000002,1.0035678,0.9785929999999998,1.0272145999999998,1.0045873999999997,1.0114426,0.9946642000000001
2023-06-15,0.9983606,1.0264876000000005,1.029291600000001,1.0160886000000002,1.0033159999999994,0.9791711999999996,1.0270568,1.0051332,1.0119689999999997,0.9947914000000004
2023-06-15,0.9984862,1.0265044,1.0295302000000008,1.0161870000000004,1.0034995999999996,0.9816237999999996,1.0269176,1.0058537999999997,1.0119325999999995,0.9951254000000003
2023-06-15,0.9984062000000002,1.0266106000000002,1.0298370000000006,1.0162696000000002,1.0035351999999995,0.9793501999999996,1.0269866,1.0057382,1.0114089999999996,0.9951824000000005
2023-06-15,0.9983966000000002,1.0264428,1.0301602000000003,1.0161214000000005,1.0035819999999998,0.9816404,1.0270376,1.0057948,1.011059,0.9953528000000003
2023-06-15,0.9984832,1.0266008000000002,1.0300950000000006,1.0161682,1.0032365999999997,0.9801745999999996,1.0270555999999995,1.0060281999999998,1.0114033999999998,0.9949448000000003
2023-06-15,0.9985394000000004,1.027568,1.0296458000000008,1.0163424000000003,1.0035241999999998,0.9774547999999998,1.0267765999999998,1.0056481999999995,1.0116581999999998,0.9948644000000004
2023-06-15,0.9984714000000005,1.0274,1.0298516000000006,1.0162974,1.0036723999999997,0.9775069999999996,1.0269866,1.0056307999999996,1.0118961999999998,0.9947548000000004
2023-06-15,0.9982848000000002,1.0274514000000003,1.0298420000000008,1.0162898000000005,1.0033715999999997,0.9791659999999998,1.0267958,1.0053167999999997,1.0119605999999997,0.9950426000000001
2023-06-15,0.9986274000000004,1.0270594000000002,1.0302164000000005,1.0167008000000002,1.0031041999999997,0.9773116,1.0268468,1.005586,1.0119298,0.9950086000000002
2023-06-15,0.9985854000000004,1.0264424000000003,1.0301318000000008,1.0169814000000006,1.0036787999999994,0.9762455999999996,1.0265443999999997,1.00476,1.0116021999999996,0.9949162000000003
2023-06-15,0.9984034000000004,1.0265342000000004,1.0299094000000006,1.0171142,1.0033999999999996,0.9771271999999998,1.0267592,1.0052266000000003,1.0118541999999997,0.9947002000000003
2023-06-15,0.9985722000000004,1.0264872,1.0298834000000006,1.0171138000000002,1.0033687999999996,0.9762604,1.0266181999999997,1.0050556,1.0119045999999998,0.9947282000000002
2023-06-15,0.9983980000000005,1.0265808,1.029687800000001,1.0169854000000005,1.0036652,0.9762027999999998,1.0265504,1.0049663999999998,1.011695,0.9946940000000002
2023-06-15,0.9979604000000004,1.0270292000000003,1.0297310000000008,1.0171932000000004,1.0036261999999998,0.9737629999999996,1.0268834,1.0052627999999997,1.011927,0.9944126000000002
2023-06-15,0.998514,1.0269066000000002,1.0292650000000003,1.0166308000000002,1.0038755999999998,0.9730359999999998,1.0267166,1.0051759999999996,1.0119876,0.9942412000000003
2023-06-15,0.9985748000000004,1.0269016,1.0289178000000008,1.0166374000000005,1.0036743999999995,0.9730971999999998,1.0266355999999996,1.0055101999999998,1.0118391999999998,0.9945384000000004
2023-06-15,0.9985152000000002,1.0266578000000002,1.0291766000000009,1.0164992000000006,1.0035755999999996,0.9729405999999998,1.0267291999999997,1.0052995999999998,1.0119932,0.9944874000000004
